id,FalseSent,OptionA,OptionB,OptionC
sentence_4765,the river belongs to a drop of water,"a drop of water belongs to the river, instead of the opposite",the river is made up of a lot of drops of water,a drop of water may come from different rivers
sentence_4766,the desert belongs to a grain of sand,the desert is made up of a lot grains of sand,a grain of sand may come from different deserts,"a grain of sand belongs to the desert, instead of the opposite"
sentence_4767,"it's so cold, and I'm going to drink some lava",the lava is hot enough,we cannot drink lava because it will become stone when it gets cold,drinking some lava is very dangerous
sentence_4768,the sun goes around the earth,the earth is revolved by the gravitational pull of the sun,the sun rises and falls,the sun goes faster than the sun
sentence_4769,ten peaches were eaten three and eight remained,one peach may be divided into two halves,three plus eight is smaller than ten,"ten minus three equals seven, not eight"
sentence_4770,Bob closed his eyes and watched TV with his parents,Bob close his eyes for some rest during watching TV,there may be some music program in the TV,one cannot watch TV without his eyes
sentence_4771,he was beaten by his mother because he did study well,"generally speaking, parents would like to see their children study well",mother was jealous because I study better than her,"without the beat from his mother, he cannot study so well"
sentence_4772,it shines cats and dogs outside,it' so shinny that we can see cats and dogs clearly,shining cats and dogs does not make any sense,"it shines cats and dogs, but doesn't shine people"
sentence_4773,"as he gets cold, his mother asks him to drink more cold water",drinking more cold water can help to get more cold,you should drink more hot water instead of cold water when you have a cold,drinking cold water can prevent the body temperature caused by a cold from getting too high
sentence_4774,they were travelling in a carpet in the air,the carpet is mostly triangular in shape while the shape of a plane is complicated,plane is costlier than carpet,a carpet cannot lift people in the air to travel
sentence_4775,Queen Elizabeth II is a king,Queen Elizabeth II is a queen at present therefore cannot be a king that is a male ruler,Queen Elizabeth II is a queen who opens a new era,Queen Elizabeth married to a man
sentence_4776,Chauncey eats milk,the milk was raw,"milk cannot be eaten, while it can only be consumed",the taste of milk is not good
sentence_4777,he has ten toes on one foot,hands and feet are full of toes,some feet don't have toes,no one has ten toes on one foot
sentence_4778,a cup is used to write,someone writes something on the cup,cups are used for holding water and other stuff,the cup is full of ink
sentence_4779,he communicates with his remote father with his light bulb,light bulbs can shine brighter than the phone,light bulbs can't light up remote area,light bulbs can't make a call or other remote communication
sentence_4780,he ate chess,he ate the opposite chessman in chess,the chess can not be eaten,he is not good at playing chess
sentence_4781,I lost my brain at the subway station,"if you lose your brain, you will no longer live",brain is in your head for thinking,wallets have no brains so they might be lost
sentence_4782,he eats tigers every day before lunch,"tigers are usually expensive, we cannot afford them every day",tigers are sore in,one cannot eat tiger every day because it's dangerous and scarce
sentence_4783,he pus an elephant in a drawer,an elephant is too big to be put into a drawer,elephants have two big ears and a long nose,some important drawers may be locked
sentence_4784,wolves are docile naturally,wolves live away fom cities,no wolf is docile naturally,wolf is dog's relative to an extent
sentence_4785,a music box can sleep,no music box can sleep,music box is usually delicate,music box is a good gift
sentence_4786,he plants a tree on the sea,trees can't live without soil,trees can product oxygen,some plants can live on the sea
sentence_4787,eyes are used to hear things,eyes can't hear anything,human has two eyes,some animals have many eyes
sentence_4788,we need the apple to open the lock,apple is a kind of common fruit,apple can't open the lock,lock is used to keep things safe
sentence_4789,salt usually taste sweet,sugar tastes sweet,salt is a necessity to us,no salt tastes sweet
sentence_4790,obesity is healthy for human,someone with obesity is overweight,obesity may cause life danger,obesity is not healthy for human
